City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
292,Umm Kaddadah,13.6017,26.6876,83.34,17,48,12.28,SD,2022-05-06 00:17:30
293,Port-Gentil,-0.7193,8.7815,80.87,82,100,5.86,GA,2022-05-06 00:21:16
294,Krasnokamensk,50.0979,118.0369,40.05,25,11,17.92,RU,2022-05-06 00:21:17
295,San Patricio,28.017,-97.5169,87.19,68,75,13.22,US,2022-05-06 00:21:17
296,Sao Jose Da Coroa Grande,-8.8978,-35.1478,78.57,83,100,9.6,BR,2022-05-06 00:21:17
297,Altamont,42.2068,-121.7372,53.44,71,100,6.91,US,2022-05-06 00:21:18
298,Mayo,38.8876,-76.5119,65.21,82,100,3.44,US,2022-05-06 00:21:18
299,Lima,-12.0432,-77.0282,64.65,43,0,12.66,PE,2022-05-06 00:17:16
300,Ihosy,-22.4,46.1167,64.06,94,83,5.73,MG,2022-05-06 00:21:19
301,Aksu,41.1231,80.2644,70.32,30,95,6.24,CN,2022-05-06 00:21:20
302,Ghanzi,-21.5667,21.7833,59.34,37,0,4.63,BW,2022-05-06 00:21:20
303,Zhigansk,66.7697,123.3711,23.76,87,29,5.55,RU,2022-05-06 00:21:21
304,Gangarampur,25.4,88.5167,76.96,81,26,5.1,IN,2022-05-06 00:21:21
305,Aberdeen,57.1437,-2.0981,54.66,91,90,3.44,GB,2022-05-06 00:18:56
306,Kvitok,56.0724,98.4813,43.21,47,100,10.09,RU,2022-05-06 00:21:22
307,Jacareacanga,-6.2222,-57.7528,73.85,99,43,1.77,BR,2022-05-06 00:21:22
308,Deputatskiy,69.3,139.9,24.75,93,100,2.75,RU,2022-05-06 00:21:23
309,Otavalo,0.2333,-78.2667,55.62,92,100,3.47,EC,2022-05-06 00:18:58
310,Abha,18.2164,42.5053,64.65,39,20,4.61,SA,2022-05-06 00:21:23
311,Saint-Joseph,-21.3667,55.6167,73.78,82,40,15.28,RE,2022-05-06 00:21:24
312,Namie,37.4833,141.0,75.72,65,1,8.25,JP,2022-05-06 00:21:24
313,Tanout,14.9709,8.8879,88.0,13,78,9.22,NE,2022-05-06 00:21:25
314,Margate,51.3813,1.3862,53.69,78,85,1.99,GB,2022-05-06 00:21:26
315,Arlit,18.7369,7.3853,91.24,11,60,9.22,NE,2022-05-06 00:19:17
316,Nanortalik,60.1432,-45.2371,34.14,91,100,14.74,GL,2022-05-06 00:22:26
317,Kavieng,-2.5744,150.7967,84.85,74,78,14.09,PG,2022-05-06 00:22:27
318,Dedougou,12.4667,-3.4667,94.55,30,100,6.55,BF,2022-05-06 00:22:27
319,Jardim,-21.4803,-56.1381,61.97,83,24,4.59,BR,2022-05-06 00:19:38
320,Komsomolsk,49.0097,33.6455,43.05,71,0,5.82,UA,2022-05-06 00:22:28
321,Sisimiut,66.9395,-53.6735,23.2,70,1,7.61,GL,2022-05-06 00:22:28
322,Provideniya,64.3833,-173.3,33.91,75,40,4.47,RU,2022-05-06 00:19:03
323,Atbasar,51.8,68.3333,52.52,62,62,10.74,KZ,2022-05-06 00:22:29
324,Dickinson,29.4608,-95.0513,84.13,79,75,14.97,US,2022-05-06 00:22:29
325,Yulara,-25.2406,130.9889,57.04,41,24,13.8,AU,2022-05-06 00:18:54
326,Tambura,5.6,27.4667,70.52,90,99,2.53,SS,2022-05-06 00:22:30
327,Stutterheim,-32.5708,27.424,60.89,36,0,7.18,ZA,2022-05-06 00:22:30
328,Olga,43.7444,135.2892,58.73,58,67,10.98,RU,2022-05-06 00:20:14
329,Manavalakurichi,8.1333,77.3,81.25,84,100,7.94,IN,2022-05-06 00:22:31
330,Sechura,-5.5569,-80.8222,69.87,73,90,16.78,PE,2022-05-06 00:22:31
331,Corinto,37.9407,22.9573,57.42,72,7,1.45,GR,2022-05-06 00:22:32
332,Mizdah,31.4451,12.9801,73.06,19,84,9.22,LY,2022-05-06 00:22:32
333,Whitianga,-36.8333,175.7,65.89,63,48,3.67,NZ,2022-05-06 00:21:51
334,George,-33.963,22.4617,51.35,100,75,5.75,ZA,2022-05-06 00:22:33
335,Kropotkin,45.4375,40.5756,50.59,98,100,13.4,RU,2022-05-06 00:22:33
336,Coronado,32.6859,-117.1831,85.95,72,40,14.97,US,2022-05-06 00:22:34
337,Sorland,67.667,12.6934,40.84,77,100,25.95,NO,2022-05-06 00:22:34
338,Puerto Carreno,6.189,-67.4859,80.78,79,82,6.44,CO,2022-05-06 00:22:34
339,Santa Marinella,42.0345,11.8536,60.55,88,100,10.76,IT,2022-05-06 00:22:35
340,Klaksvik,62.2266,-6.589,49.12,96,100,23.51,FO,2022-05-06 00:21:23
341,Marolambo,-20.05,48.1167,65.52,89,65,2.39,MG,2022-05-06 00:22:35
342,Visnes,59.3556,5.2242,49.21,76,100,11.5,NO,2022-05-06 00:22:36
343,Bobrov,51.0961,40.0333,36.93,68,58,6.4,RU,2022-05-06 00:22:36
344,Mecca,21.4267,39.8261,81.32,48,0,4.85,SA,2022-05-06 00:17:37
345,Pisco,-13.7,-76.2167,64.45,82,0,16.11,PE,2022-05-06 00:21:59
346,Luwuk,-0.9516,122.7875,83.3,75,99,1.99,ID,2022-05-06 00:22:37
347,Boden,65.8252,21.6886,35.6,86,26,6.13,SE,2022-05-06 00:22:37
348,Leningradskiy,69.3833,178.4167,21.24,90,66,6.53,RU,2022-05-06 00:22:38
349,Buraydah,26.326,43.975,82.85,24,1,7.56,SA,2022-05-06 00:22:20
350,Shaowu,27.3409,117.4831,71.4,66,64,2.37,CN,2022-05-06 00:22:38
351,Harper,4.375,-7.7169,80.98,84,91,6.29,LR,2022-05-06 00:22:39
352,Seoul,37.5683,126.9778,69.37,56,20,5.75,KR,2022-05-06 00:17:48
353,Faya,18.3851,42.4509,64.92,38,55,2.93,SA,2022-05-06 00:19:33
354,Jijiang,29.2906,106.2542,79.36,70,99,3.09,CN,2022-05-06 00:22:39
355,Yablonovo,50.8523,37.3574,37.65,72,0,6.78,RU,2022-05-06 00:22:40
356,Nishihara,26.1842,127.7558,74.48,95,100,6.91,JP,2022-05-06 00:22:40
357,Tessalit,20.1986,1.0114,91.24,15,100,16.44,ML,2022-05-06 00:22:41
358,Kahuta,33.5913,73.3868,72.84,45,0,6.82,PK,2022-05-06 00:22:41
359,Berbera,10.4396,45.0143,84.61,75,9,6.42,SO,2022-05-06 00:22:42
360,Acapulco,16.8634,-99.8901,84.02,70,75,9.22,MX,2022-05-06 00:19:29
361,Smirnykh,49.75,142.8333,42.19,92,100,5.95,RU,2022-05-06 00:23:42
362,Ranong,9.9658,98.6348,76.93,91,95,3.98,TH,2022-05-06 00:23:43
363,Darasun,51.6667,114.0,37.72,31,9,12.28,RU,2022-05-06 00:23:43
364,Pachino,36.7186,15.0907,61.86,80,75,9.4,IT,2022-05-06 00:23:43
365,San Andres,12.5847,-81.7006,80.62,89,75,8.05,CO,2022-05-06 00:23:44
366,Tsukumi,33.0706,131.8572,62.08,81,100,9.75,JP,2022-05-06 00:23:44
367,Invermere,50.5167,-116.0354,56.43,71,100,6.46,CA,2022-05-06 00:23:45
368,Roebourne,-20.7833,117.1333,74.19,39,0,21.63,AU,2022-05-06 00:23:45
369,Beyneu,45.3167,55.2,66.83,27,99,15.66,KZ,2022-05-06 00:23:46
370,Makakilo City,21.3469,-158.0858,82.72,57,75,17.27,US,2022-05-06 00:19:45
371,Gobabis,-22.45,18.9667,56.39,43,0,11.01,NA,2022-05-06 00:23:46
372,Khovu-Aksy,51.1333,93.6,42.93,43,85,1.25,RU,2022-05-06 00:23:47
373,Fergus Falls,46.283,-96.0776,61.16,59,0,10.36,US,2022-05-06 00:23:47
374,High Level,58.5169,-117.136,59.11,44,75,0.0,CA,2022-05-06 00:23:48
375,Tahoua,14.8888,5.2692,87.78,45,98,11.5,NE,2022-05-06 00:23:48
376,Mandalgovi,45.7625,106.2708,38.89,39,51,12.53,MN,2022-05-06 00:23:49
377,Lokosovo,61.1333,74.8167,34.09,97,100,10.96,RU,2022-05-06 00:21:27
378,Orje,59.4802,11.6602,40.35,93,17,1.12,NO,2022-05-06 00:23:49
379,San Jose,37.3394,-121.895,74.68,35,100,18.41,US,2022-05-06 00:23:28
380,Omboue,-1.5746,9.2618,77.67,93,100,4.12,GA,2022-05-06 00:23:50
381,Atambua,-9.1061,124.8925,79.3,71,33,3.31,ID,2022-05-06 00:23:50
382,Jishou,28.3167,109.7167,71.58,74,96,1.48,CN,2022-05-06 00:23:51
383,Kysyl-Syr,63.8986,122.7617,32.61,82,73,3.69,RU,2022-05-06 00:23:51
384,Quang Ngai,15.1167,108.8,77.95,86,87,3.22,VN,2022-05-06 00:22:26
385,Lugoba,-6.45,38.3333,67.42,98,40,3.56,TZ,2022-05-06 00:23:52
386,Rodeo,38.033,-122.2669,72.28,58,0,11.01,US,2022-05-06 00:23:52
387,Mantua,45.1667,10.7833,56.98,90,100,10.0,IT,2022-05-06 00:23:53
388,Henties Bay,-22.116,14.2845,65.17,64,0,6.17,NA,2022-05-06 00:23:53
389,Walvis Bay,-22.9575,14.5053,60.1,77,0,3.44,NA,2022-05-06 00:23:54
390,Socorro,31.6546,-106.3033,85.91,7,0,11.5,US,2022-05-06 00:23:54
391,Balaipungut,1.05,101.2833,76.03,96,81,3.6,ID,2022-05-06 00:20:19
392,Komsomolskiy,40.4272,71.7189,61.52,77,57,6.91,UZ,2022-05-06 00:23:55
393,Bereda,43.2686,-7.5406,50.58,93,48,5.12,ES,2022-05-06 00:19:05
394,Sambava,-14.2667,50.1667,72.25,86,12,8.66,MG,2022-05-06 00:23:56
395,Araouane,18.9048,-3.5265,89.15,22,97,7.45,ML,2022-05-06 00:22:02
396,Cairns,-16.9167,145.7667,86.11,70,75,10.36,AU,2022-05-06 00:23:56
397,Santiago,-33.4569,-70.6483,70.99,42,6,8.05,CL,2022-05-06 00:23:56
398,Mapiri,-15.25,-68.1667,66.47,87,26,1.1,BO,2022-05-06 00:23:57
399,Ewa Beach,21.3156,-158.0072,84.15,57,75,17.27,US,2022-05-06 00:23:58
400,Daigo,36.7667,140.35,68.79,61,63,7.23,JP,2022-05-06 00:23:58
401,Necochea,-38.5473,-58.7368,56.62,69,86,10.27,AR,2022-05-06 00:23:58
402,Kijang,35.2442,129.2139,67.73,62,0,2.53,KR,2022-05-06 00:23:59
403,Mount Gambier,-37.8333,140.7667,53.92,81,56,9.01,AU,2022-05-06 00:20:11
404,Svetlogorsk,52.6333,29.7333,39.4,74,43,6.8,BY,2022-05-06 00:21:41
405,Igrim,63.1906,64.4162,23.34,97,87,2.98,RU,2022-05-06 00:24:00
406,Dhidhdhoo,6.8833,73.1,83.16,74,100,7.27,MV,2022-05-06 00:24:00
407,Struthers,41.0526,-80.6078,63.7,73,100,3.44,US,2022-05-06 00:24:01
408,Taltal,-25.4,-70.4833,63.32,80,98,3.11,CL,2022-05-06 00:20:32
409,Moose Factory,51.2585,-80.6094,28.4,80,100,8.05,CA,2022-05-06 00:25:01
410,Frontera,26.9333,-101.45,91.27,33,0,15.41,MX,2022-05-06 00:25:02
411,Tateyama,34.9833,139.8667,66.47,72,100,6.38,JP,2022-05-06 00:25:02
412,Asola,45.2211,10.4136,57.0,93,100,14.47,IT,2022-05-06 00:25:03
413,Champerico,14.3,-91.9167,86.54,73,100,5.08,GT,2022-05-06 00:25:03
414,Kingman,35.1894,-114.053,87.28,8,0,20.71,US,2022-05-06 00:25:04
415,Yegros,-26.45,-56.4,59.95,96,13,3.27,PY,2022-05-06 00:25:04
416,Pahrump,36.2083,-115.9839,92.25,8,40,10.0,US,2022-05-06 00:25:05
417,Oskaloosa,41.2964,-92.6444,58.98,77,100,12.66,US,2022-05-06 00:21:12
418,Cukai,4.25,103.4167,78.75,89,100,3.11,MY,2022-05-06 00:25:05
419,Shitanjing,39.2342,106.3439,55.99,30,93,4.81,CN,2022-05-06 00:25:06
420,Tocache,-8.1842,-76.5125,70.61,98,87,1.07,PE,2022-05-06 00:25:06
421,Rio Gallegos,-51.6226,-69.2181,50.05,43,75,32.21,AR,2022-05-06 00:25:07
422,Gushikawa,26.3544,127.8686,74.43,100,75,6.91,JP,2022-05-06 00:25:07
423,Newcastle,-32.9272,151.7765,65.71,54,20,9.22,AU,2022-05-06 00:25:08
424,Pala,9.3642,14.9046,83.59,48,94,6.38,TD,2022-05-06 00:25:08
425,Sao Raimundo Das Mangabeiras,-7.0219,-45.4811,77.74,71,66,3.51,BR,2022-05-06 00:25:09
426,Luchegorsk,46.4764,134.2569,59.31,61,100,16.2,RU,2022-05-06 00:25:09
427,Dunedin,-45.8742,170.5036,64.8,62,63,5.01,NZ,2022-05-06 00:24:46
428,San Juan,-31.5375,-68.5364,64.74,34,35,6.51,AR,2022-05-06 00:20:42
429,Ouadda,8.0777,22.4007,69.66,90,97,3.36,CF,2022-05-06 00:25:10
430,Alaverdi,41.0977,44.6732,45.75,94,57,3.49,AM,2022-05-06 00:25:11
431,Ust-Kuyga,70.0167,135.6,23.02,81,100,3.96,RU,2022-05-06 00:23:32
432,Kangaatsiaq,68.3065,-53.4641,15.84,91,13,5.86,GL,2022-05-06 00:25:11
433,Bulgan,48.8125,103.5347,37.36,37,100,5.26,MN,2022-05-06 00:21:52
434,Itabira,-19.6192,-43.2269,63.79,95,34,2.75,BR,2022-05-06 00:25:12
435,Letnyaya Stavka,45.4306,43.4472,50.22,97,100,14.9,RU,2022-05-06 00:25:13
436,Upington,-28.4478,21.2561,55.78,54,0,2.3,ZA,2022-05-06 00:25:13
437,Pombas,17.1503,-25.0201,69.58,79,41,9.17,CV,2022-05-06 00:25:14
438,Andenes,69.3143,16.1194,40.98,75,40,39.12,NO,2022-05-06 00:25:14
439,Betsiamites,48.9413,-68.646,41.09,66,90,9.35,CA,2022-05-06 00:25:15
440,Saint-Francois,46.4154,3.9054,47.68,93,0,2.3,FR,2022-05-06 00:25:15
441,Mityana,0.4175,32.0228,61.47,99,36,1.52,UG,2022-05-06 00:25:15
442,Banyo,6.75,11.8167,66.31,97,100,3.09,CM,2022-05-06 00:25:16
443,Praia,14.9215,-23.5087,70.34,83,0,14.97,CV,2022-05-06 00:25:16
444,Ciudad Bolivar,8.1222,-63.5497,86.0,58,99,13.0,VE,2022-05-06 00:25:17
445,Poopo,-18.3667,-66.9667,46.89,24,0,3.71,BO,2022-05-06 00:25:17
446,Vostok,46.4856,135.8833,61.88,47,94,11.18,RU,2022-05-06 00:25:17
447,Slavutych,51.5196,30.7343,40.12,71,50,6.06,UA,2022-05-06 00:25:18
448,Sobolevo,54.4299,31.8996,38.46,72,98,6.69,RU,2022-05-06 00:25:18
449,Vrangel,42.7297,133.0839,51.21,80,84,7.18,RU,2022-05-06 00:25:19
450,Botshabelo,-29.2702,26.7052,42.17,47,0,1.86,ZA,2022-05-06 00:25:19
451,Hami,42.8,93.45,74.43,25,95,7.23,CN,2022-05-06 00:25:20
452,Jetafe,10.1472,124.1539,86.0,76,85,9.73,PH,2022-05-06 00:25:20
453,Ilulissat,69.2167,-51.1,24.82,54,0,9.22,GL,2022-05-06 00:22:48
454,Puerto Escondido,15.85,-97.0667,81.43,74,0,6.91,MX,2022-05-06 00:20:33
455,Semnan,35.5729,53.3971,67.05,45,51,0.63,IR,2022-05-06 00:26:21
456,Soubre,5.7856,-6.6083,74.84,96,91,2.44,CI,2022-05-06 00:26:22
457,Noyabrsk,63.1994,75.4507,24.1,80,100,10.83,RU,2022-05-06 00:24:44
458,Jose De Freitas,-4.7564,-42.5756,77.95,92,41,4.5,BR,2022-05-06 00:26:22
459,Ahipara,-35.1667,173.1667,68.4,58,18,6.02,NZ,2022-05-06 00:23:43
460,Sistranda,63.7256,8.834,44.56,83,98,12.57,NO,2022-05-06 00:26:23
461,Porto Novo,6.4965,2.6036,82.22,82,99,8.05,BJ,2022-05-06 00:26:23
462,Ende,-8.8432,121.6623,81.05,82,37,0.74,ID,2022-05-06 00:26:24
463,Miri,4.4148,114.0089,84.34,89,20,2.3,MY,2022-05-06 00:26:24
464,Starkville,33.4504,-88.8184,80.26,81,75,0.0,US,2022-05-06 00:26:25
465,Bandarbeyla,9.4942,50.8122,80.13,91,7,10.09,SO,2022-05-06 00:26:25
466,Havelock,34.8791,-76.9013,71.55,88,100,5.75,US,2022-05-06 00:26:26
467,Zhezkazgan,47.8043,67.7144,55.71,67,1,6.69,KZ,2022-05-06 00:22:35
468,Bardiyah,31.7561,25.0865,61.16,79,0,5.01,LY,2022-05-06 00:26:26
469,Qandala,11.472,49.8728,86.14,53,1,2.01,SO,2022-05-06 00:26:27
470,Belaya Gora,68.5333,146.4167,31.8,100,100,8.84,RU,2022-05-06 00:26:27
471,Lata,40.1629,-8.3327,57.07,84,2,0.92,PT,2022-05-06 00:26:28
472,Saint-Augustin,51.226,-58.6502,39.02,67,93,9.22,CA,2022-05-06 00:26:28
473,Nantucket,41.2835,-70.0995,53.71,81,0,6.91,US,2022-05-06 00:26:29
474,Biharamulo,-2.6319,31.3089,60.57,94,43,1.86,TZ,2022-05-06 00:26:29
475,Rawson,-43.3002,-65.1023,60.53,54,59,11.1,AR,2022-05-06 00:26:30
476,Grand Gaube,-20.0064,57.6608,75.38,85,27,8.99,MU,2022-05-06 00:26:30
477,Antofagasta,-23.65,-70.4,60.08,80,56,3.62,CL,2022-05-06 00:26:03
478,Dabakala,8.3667,-4.4333,76.14,84,88,4.7,CI,2022-05-06 00:26:31
479,Jiexiu,37.0244,111.9125,73.0,35,77,7.85,CN,2022-05-06 00:26:31
480,Constitucion,-35.3333,-72.4167,55.45,88,58,9.08,CL,2022-05-06 00:26:31
481,Brigantine,39.4101,-74.3646,57.4,79,0,6.91,US,2022-05-06 00:22:31
482,Hokitika,-42.7167,170.9667,61.38,73,1,3.06,NZ,2022-05-06 00:26:32
483,Majene,-3.5403,118.9707,81.34,81,76,2.64,ID,2022-05-06 00:26:33
484,Belyy Yar,53.6039,91.3903,40.89,56,0,4.47,RU,2022-05-06 00:26:33
485,Storslett,69.7678,21.0247,41.0,60,100,5.75,NO,2022-05-06 00:26:33
486,Sola,-13.8833,167.55,86.67,74,75,0.0,VU,2022-05-06 00:26:34
487,Buy,58.4786,41.53,34.81,66,82,6.73,RU,2022-05-06 00:26:34
488,Bandundu,-3.3167,17.3667,75.38,85,97,0.63,CD,2022-05-06 00:26:35
489,Honningsvag,70.9821,25.9704,37.15,87,100,14.97,NO,2022-05-06 00:26:35
490,Colares,38.7992,-9.4469,62.76,66,2,5.99,PT,2022-05-06 00:26:36
491,Palatka,29.6486,-81.6376,84.83,55,62,4.07,US,2022-05-06 00:26:36
492,Eenhana,-17.4667,16.3333,59.25,49,3,6.78,NA,2022-05-06 00:26:37
493,Palmer,42.1584,-72.3287,62.2,44,100,2.77,US,2022-05-06 00:26:37
494,Plettenberg Bay,-34.0527,23.3716,61.79,72,9,5.39,ZA,2022-05-06 00:26:38
495,Xichang,27.8964,102.2634,62.29,74,98,1.5,CN,2022-05-06 00:26:38
496,Lastoursville,-0.8143,12.7287,73.29,99,100,1.16,GA,2022-05-06 00:26:39
497,Bansi,27.1833,82.9333,78.33,62,0,5.48,IN,2022-05-06 00:26:39
498,Monte Alegre,-2.0078,-54.0692,76.26,91,34,3.58,BR,2022-05-06 00:27:40
499,Comodoro Rivadavia,-45.8667,-67.5,57.06,30,0,24.16,AR,2022-05-06 00:26:58
500,Kodinsk,58.6881,99.1844,39.0,58,69,5.57,RU,2022-05-06 00:27:40
501,Uyuni,-20.4597,-66.825,45.7,21,1,3.62,BO,2022-05-06 00:27:41
502,Pauini,-7.7136,-66.9764,73.96,86,89,1.77,BR,2022-05-06 00:27:41
503,Qurayyat,31.3318,37.3428,55.58,67,0,9.22,SA,2022-05-06 00:27:42
504,Paoua,7.2427,16.4406,69.4,90,100,5.08,CF,2022-05-06 00:27:42
505,Christchurch,-43.5333,172.6333,66.99,55,4,3.44,NZ,2022-05-06 00:25:52
506,Baiyin,36.5583,104.2081,61.48,40,17,7.36,CN,2022-05-06 00:27:43
507,Alice Springs,-23.7,133.8833,54.95,44,1,16.11,AU,2022-05-06 00:23:54
508,Olinda,-8.0089,-34.8553,82.13,78,40,8.05,BR,2022-05-06 00:27:43
509,Lattes,43.5675,3.9046,59.05,59,0,3.44,FR,2022-05-06 00:27:43
510,Udachnyy,66.4167,112.4,39.45,69,100,9.95,RU,2022-05-06 00:27:44
511,Kuldur,49.2167,131.6333,44.2,97,100,8.81,RU,2022-05-06 00:27:44
512,Wanning,18.8003,110.3967,77.13,91,79,4.41,CN,2022-05-06 00:27:45
513,Fort Frances,48.5999,-93.4003,66.42,24,0,8.05,CA,2022-05-06 00:27:45
514,Wukari,7.85,9.7833,75.65,87,100,1.57,NG,2022-05-06 00:27:46
515,Cookeville,36.1628,-85.5016,74.21,96,75,0.0,US,2022-05-06 00:27:46
516,Chico,39.7285,-121.8375,75.94,35,75,23.02,US,2022-05-06 00:24:30
517,Lanquin,15.5667,-89.9667,83.93,90,91,2.08,GT,2022-05-06 00:27:47
518,Camrose,53.0168,-112.8353,69.93,25,100,11.92,CA,2022-05-06 00:27:47
519,Hambantota,6.1241,81.1185,79.14,100,20,4.61,LK,2022-05-06 00:27:48
520,Yar-Sale,66.8333,70.8333,17.47,80,43,13.04,RU,2022-05-06 00:27:48
521,Buala,-8.145,159.5921,85.75,66,37,8.01,SB,2022-05-06 00:27:49
522,Baracoa,20.3467,-74.4958,77.34,87,64,2.13,CU,2022-05-06 00:27:49
523,Merauke,-8.4667,140.3333,82.71,73,49,10.85,ID,2022-05-06 00:27:49
524,Matagami,49.7502,-77.6328,35.71,51,0,8.05,CA,2022-05-06 00:27:50
525,Camana,-16.6228,-72.7111,67.66,86,7,7.74,PE,2022-05-06 00:27:50
526,Sawakin,19.1059,37.3321,80.55,64,26,10.31,SD,2022-05-06 00:27:51
527,West Plains,36.7281,-91.8524,61.63,99,20,11.99,US,2022-05-06 00:27:51
528,La Spezia,44.1105,9.8434,56.07,89,100,6.87,IT,2022-05-06 00:27:52
529,Morgantown,39.6295,-79.9559,65.5,67,75,8.05,US,2022-05-06 00:27:19
530,Inverness,57.4791,-4.224,56.98,80,100,24.16,GB,2022-05-06 00:27:52
531,Kralendijk,12.15,-68.2667,80.58,78,75,18.41,BQ,2022-05-06 00:27:53
532,Aksay,47.26,39.87,54.25,56,100,11.99,RU,2022-05-06 00:27:53
533,Tomatlan,19.9333,-105.25,84.38,45,16,9.06,MX,2022-05-06 00:27:54
534,Axim,4.8699,-2.2405,80.49,85,83,5.28,GH,2022-05-06 00:27:54
535,Boyolangu,-8.1181,111.8935,78.01,89,51,1.07,ID,2022-05-06 00:27:54
536,Rochegda,62.8,43.25,24.04,98,27,2.1,RU,2022-05-06 00:27:55
537,Antalaha,-14.9003,50.2788,71.98,89,13,6.26,MG,2022-05-06 00:27:55
538,Kamaishi,39.2667,141.8833,63.97,60,3,10.33,JP,2022-05-06 00:27:56
539,Northam,51.0333,-4.2167,51.62,89,54,4.52,GB,2022-05-06 00:27:56
540,Penzance,50.1186,-5.5371,52.48,88,65,8.14,GB,2022-05-06 00:27:56
541,Miles City,46.4083,-105.8406,74.37,31,0,6.91,US,2022-05-06 00:27:57
542,Koygorodok,60.445,50.9968,27.84,82,29,5.55,RU,2022-05-06 00:28:57
543,Coahuayana,18.7333,-103.6833,82.02,61,36,6.24,MX,2022-05-06 00:28:58
544,Okhotsk,59.3833,143.3,32.13,94,99,7.49,RU,2022-05-06 00:28:58
545,Lam Luk Ka,13.9323,100.7494,87.01,82,20,2.3,TH,2022-05-06 00:28:59
546,Rutland,43.6167,-73.0162,52.39,78,100,3.71,US,2022-05-06 00:25:14
547,Caravelas,-17.7125,-39.2481,79.65,80,0,12.53,BR,2022-05-06 00:28:59
548,Zalantun,48.0,122.7167,45.72,49,100,17.92,CN,2022-05-06 00:29:00
549,Nemuro,43.3236,145.575,43.75,90,13,11.23,JP,2022-05-06 00:29:00
550,Xiamen,24.4798,118.0819,75.25,64,0,2.24,CN,2022-05-06 00:29:01
551,Devonport,-41.1667,146.35,53.1,89,100,1.36,AU,2022-05-06 00:29:01
552,Athabasca,54.7169,-113.2854,68.41,52,99,13.38,CA,2022-05-06 00:29:01
553,Buritizeiro,-17.3511,-44.9622,71.58,77,54,4.99,BR,2022-05-06 00:29:02
554,Whitehorse,60.7161,-135.0538,50.09,29,75,11.5,CA,2022-05-06 00:29:02
555,Ahero,-0.1746,34.9163,67.19,89,86,3.74,KE,2022-05-06 00:29:03
556,Touros,-5.1989,-35.4608,77.32,91,100,10.09,BR,2022-05-06 00:29:03
557,Zadar,44.1197,15.2422,57.81,94,75,5.75,HR,2022-05-06 00:29:04
558,Karoi,-16.8099,29.6925,57.79,87,31,3.42,ZW,2022-05-06 00:29:04
559,Topolobampo,25.6,-109.05,80.51,47,0,13.8,MX,2022-05-06 00:29:04
